DATE;NTOT;NLOW;WDIR;WSPD;WMAX;PP;T;WVP;HUM;PST;PSEA
1977-04-21;4.7;4;1.9;200;M;4.7;1.5;5.7;M;1016.45;M
1977-04-22;8.6;8.6;4.1;180;M;1.2;3.8;7;M;1011.25;M
1977-04-23;9.9;9.9;7.8;175;M;3.2;6.8;9.5;M;1004.9;M
1977-04-24;9.9;9.9;4;175;M;3.2;8.7;10.3;M;1007.9375;M
1977-04-25;9.9;9.9;3.3;118;M;0;11.9;8.9;M;1009;M
1977-04-26;9.9;9.9;2.3;146;M;7.9;9;11.1;M;1006.1875;M
1977-04-27;9.2;8.6;2.4;242;M;1.1;8.9;10.1;M;1014.175;M
1977-04-28;7.7;7.6;2.8;169;M;5.4;9.3;10.3;M;1018.8625;M
1977-04-29;2.6;2.5;2.5;225;M;0;10.2;8.1;M;1026.425;M
1977-04-30;6.2;5.4;4.6;138;M;0;14.9;10.6;M;1029.25;M
1977-05-01;2.2;1.5;3.8;180;M;0;18.4;11.8;M;1028.1875;M
1977-05-02;0;0;2.8;186;M;0;20;13.3;M;1025.6;M
1977-05-03;2.4;1.5;4.4;287;M;0;16.2;12.8;M;1020.85;M
1977-05-04;0;0;2.9;158;M;0;8.3;5.7;M;1031.8125;M
1977-05-05;2.4;1.5;3;169;M;0;10.3;5.8;M;1029.2375;M
1977-05-06;6;5.5;3.1;253;M;0;15.5;7.1;M;1020.35;M
1977-05-07;6;5.5;4;239;M;0;16.8;9;M;1012.3;M
1977-05-08;7.1;6.5;1.1;135;M;0;15.8;10.7;M;1009.975;M
1977-05-09;4.6;4.4;1.8;85;M;0;16;10.8;M;1011.1;M
1977-05-10;3.9;3.5;2;208;M;38.2;12.6;10.9;M;1013.8375;M
1977-05-11;9.9;9.7;2.1;82;M;5.8;12.3;12.4;M;1013.525;M
1977-05-12;5.4;4.4;1.9;90;M;0;13.2;11.5;M;1012.7625;M
1977-05-13;4.5;3.5;1.5;110;M;0;16;12.7;M;1014.975;M
1977-05-14;8.3;7.6;2.4;96;M;0.3;17.1;14.4;M;1013.425;M
1977-05-15;9.3;8.6;0.3;17;M;1.4;14.9;14.7;M;1013.5625;M
1977-05-16;8.5;8.5;2.9;56;M;0.3;19.4;15.6;M;1014.8875;M
1977-05-17;4.5;3.5;3.9;110;M;0;18;15;M;1019.8125;M
1977-05-18;3.1;2.5;0.9;124;M;0;18.6;15;M;1025.975;M
1977-05-19;6.9;6.5;0.8;79;M;6.2;17.6;15.4;M;1022.7625;M
1977-05-20;7.4;6.5;1.8;177;M;0;14.6;13.7;M;1019.7125;M
1977-05-21;9.7;9.7;3.1;298;M;0;11.4;10.3;M;1018.225;M
1977-05-22;9.9;9.7;3.3;200;M;0;6.9;7;M;1019.725;M
1977-05-23;7.7;7.6;2.5;186;M;0;8.9;7.2;M;1019.1625;M
1977-05-24;8.2;7.6;1.9;132;M;0.3;7.7;7.7;M;1011.5125;M
1977-05-25;8.1;7.6;2.3;242;M;0.5;8.1;7.9;M;1003.825;M
1977-05-26;9.9;9.7;5.8;307;M;17.1;5.4;8.3;M;1003.8;M
1977-05-27;9.9;9.7;4.5;265;M;12.1;4.2;7.9;M;1007.7875;M
1977-05-28;9;8.6;4.3;284;M;1.3;10;8.7;M;1012.0125;M
1977-05-29;9.4;8.6;5.1;242;M;0.6;13.4;10.9;M;1011.2125;M
1977-05-30;6.9;6.5;3.4;166;M;0;12.4;11;M;1012.5375;M
1977-05-31;8.7;8.6;2.1;256;M;24.4;10;12.3;M;1010.575;M
1977-06-01;9.9;9.6;2.1;276;M;8.2;9.7;11.6;M;1014.5125;M
1977-06-02;9.9;9.6;1.9;99;M;3.9;11.5;12.4;M;1016.2875;M
1977-06-03;5.7;5.4;2.3;192;M;0;10.8;9.1;M;1018;M
1977-06-04;8.6;8.5;1.3;54;M;1.1;12.3;12.1;M;1012.5625;M
1977-06-05;9.9;9.6;1.5;217;M;6.7;11.9;13.8;M;1004.8125;M
1977-06-06;6;5.4;3.4;217;M;12.3;13.9;12.2;M;1006.25;M
1977-06-07;5.4;3.9;1;79;M;0;15.1;12.9;M;1014;M
1977-06-08;2.8;2.3;0.4;54;M;0;16.6;13.4;M;1017.4125;M
1977-06-09;5.9;5.4;2.9;225;M;0;18;13.9;M;1017.7;M
1977-06-10;8.6;8.5;4;149;M;0;19.8;16.1;M;1014.2625;M
1977-06-11;9.9;9.6;0.6;23;M;20.3;19.4;20.3;M;1016.35;M
1977-06-12;8.3;7.5;1.8;56;M;8.6;19.1;18.8;M;1018.0625;M
1977-06-13;6.9;6.4;2;62;M;3.7;19.4;19.3;M;1017.2125;M
1977-06-14;6.4;5.4;2.1;70;M;1.7;19.5;19.4;M;1015.5625;M
1977-06-15;2.6;2.3;1.5;45;M;0;21.4;17.6;M;1013.5375;M
1977-06-16;2;1.5;1;37;M;0;20.7;15.7;M;1012.6;M
1977-06-17;5.8;5.4;1.8;169;M;0;21.3;16.8;M;1009.3625;M
1977-06-18;3.6;3.3;4;315;M;0;16;12.3;M;1011.1;M
1977-06-19;1.6;1.5;1.9;169;M;0;14;9.7;M;1009.9625;M
1977-06-20;5.2;3.9;1.4;102;M;0;16.8;12.1;M;1004.875;M
1977-06-21;7.9;7.5;3.4;276;M;0.8;14.9;12.7;M;1005.35;M
1977-06-22;3;2.3;2.9;298;M;0;11;7.1;M;1014.725;M
1977-06-23;8.4;7.5;2.6;245;M;0;10.6;9;M;1011.7;M
1977-06-24;6.3;5.4;2.6;158;M;0.9;9.6;8.1;M;1009.65;M
1977-06-25;9.8;9.6;4.5;287;M;7.6;12.4;10.3;M;1007.625;M
1977-06-26;5.1;3.9;2.3;228;M;0.7;16.1;12.4;M;1009.2625;M
1977-06-27;5.9;5.4;1.9;130;M;2.1;16.7;14.8;M;1006.85;M
1977-06-28;8.3;7.5;1.5;203;M;3.5;18.1;16;M;1008.6375;M
1977-06-29;7.8;7.5;0.8;79;M;0;15.8;11.8;M;1015.75;M
1977-06-30;7.8;7.5;0.6;85;M;2.8;15.9;15.6;M;1018.5875;M
1977-07-01;2.5;2.4;2;180;M;0;17.9;15.1;M;1018.0875;M
1977-07-02;1.8;1.4;1.5;62;M;0;20.1;15.2;M;1013.9125;M
1977-07-03;8;7;1.9;132;M;2.2;18.3;16.8;M;1005.6;M
1977-07-04;6.8;6.1;0.8;59;M;0;18.5;14.8;M;1007.8625;M
1977-07-05;8.9;8.5;1.1;37;M;3;17.2;17.6;M;1009.175;M
1977-07-06;5.6;5;1;158;M;0;19.6;16.9;M;1012.2625;M
1977-07-07;5.9;5;1.3;28;M;7.1;18.7;17.2;M;1014.2;M
1977-07-08;9.9;9.6;1.8;68;M;1.9;17.1;15.9;M;1015.125;M
1977-07-09;6.5;6.1;1.8;59;M;0;16;12.1;M;1016.9625;M
1977-07-10;5;4;3.3;93;M;0;16.2;12.6;M;1014.2375;M
1977-07-11;9.2;8.5;3;133;M;2.5;18.3;14.3;M;1007.85;M
1977-07-12;8.6;8.5;2.3;172;M;0.5;16.2;14.2;M;1005.4125;M
1977-07-13;8;7;2.4;304;M;0;16.1;13.8;M;1008.4;M
1977-07-14;3.4;2.4;1.4;124;M;2.1;16.6;12.7;M;1008.3125;M
1977-07-15;9.1;8.5;3.5;191;M;0.7;18.6;17.1;M;1006.3875;M
1977-07-16;9.9;9.6;3.3;239;M;16.4;13.8;15.1;M;1003.4625;M
1977-07-17;6.2;5;2.5;180;M;0;12.4;10.4;M;1007.9;M
1977-07-18;5.1;4;1.3;146;M;0;14.1;11.3;M;1010.5875;M
1977-07-19;3.3;2.4;0.5;121;M;0;15.2;12.5;M;1012.025;M
1977-07-20;7.8;7;1.1;186;M;0.5;17.9;15.4;M;1013.25;M
1977-07-21;6.3;5;0.8;144;M;17.5;18.2;16.5;M;1014.8;M
1977-07-22;2.5;2.4;1.5;138;M;2.1;18.8;17.2;M;1014.1125;M
1977-07-23;8.5;8.5;0.8;121;M;1.2;16.6;15.9;M;1010.475;M
1977-07-24;7.2;6.1;2.8;161;M;0.9;13.5;12.9;M;1006.725;M
1977-07-25;7.4;6.1;4.8;197;M;0;16.5;15.1;M;1008.0625;M
1977-07-26;7.7;7;3.1;144;M;0;21.1;16.9;M;1013.325;M
1977-07-27;6.8;6.1;3;146;M;0;22;17;M;1015.5125;M
1977-07-28;6.7;6.1;1.5;99;M;0.3;22.1;20.7;M;1014.7625;M
1977-07-29;7.2;6.1;2.4;113;M;0.3;21.6;18.8;M;1008.05;M
1977-07-30;7.1;6.1;0.9;76;M;2.5;19.3;19.7;M;1008.6125;M
1977-07-31;5.8;5;1.1;73;M;6.7;18.7;17.9;M;1011.1;M
1977-08-01;7;6.5;0.4;79;M;0;19.1;17.6;M;1013.4375;M
1977-08-02;5.2;4;0.8;82;M;0;22.1;20;M;1014;M
1977-08-03;2.6;2.3;1.6;65;M;0;23.6;18.8;M;1015.0875;M
1977-08-04;5.7;4.9;1.5;93;M;0.3;22.7;18.5;M;1014.35;M
1977-08-05;9.2;8.6;2.6;115;M;9.4;19.8;19;M;1012.95;M
1977-08-06;7.3;6.5;0.5;56;M;3.2;19.6;18.6;M;1012.15;M
1977-08-07;5.5;4;1;99;M;1.2;21;19.8;M;1013.9625;M
1977-08-08;5.7;4.9;1.4;82;M;2.3;20.2;19.6;M;1016.65;M
1977-08-09;8.2;7.6;1.3;172;M;1.9;19.7;19.4;M;1017.125;M
1977-08-10;9.9;9.9;1.4;121;M;41.6;17.5;19.4;M;1015.1625;M
1977-08-11;9;8.6;0.8;76;M;0.3;18;18.6;M;1011.3375;M
1977-08-12;7.4;6.5;2.5;222;M;2.5;16.2;17.7;M;1010.525;M
1977-08-13;7.8;7.6;3;34;M;0.3;15.5;13;M;1015.875;M
1977-08-14;7.7;7.6;0.6;54;M;0.3;11.5;10.7;M;1019.35;M
1977-08-15;7;6.5;1.4;14;M;0;11.6;10.2;M;1020.175;M
1977-08-16;8.8;8.6;1.5;73;M;0;10.8;10.1;M;1018.275;M
1977-08-17;5.6;4.9;2.9;200;M;2.1;10.5;10.8;M;1011.8;M
1977-08-18;4.9;4;2.6;270;M;2.4;9.1;9;M;1012.125;M
1977-08-19;5.6;4.9;2.3;194;M;1.7;8.9;9.3;M;1011.125;M
1977-08-20;5.2;4;1.9;101;M;0;8.5;8.4;M;1007.4;M
1977-08-21;6.4;4.9;3;262;M;0.1;8.8;8.6;M;1009.25;M
1977-08-22;3.5;2.3;1.3;194;M;0;9.2;8.5;M;1009.6375;M
1977-08-23;8.7;8.6;1.8;40;M;0;9.1;9.5;M;1005.9625;M
1977-08-24;7.9;7.6;1.9;214;M;0;12.1;10.1;M;1006.7625;M
1977-08-25;2.8;2.3;1.8;259;M;0;11.8;9.8;M;1015.6;M
1977-08-26;2.4;1.5;1;172;M;0;11.9;9.7;M;1020.6625;M
1977-08-27;4.5;4;0.8;163;M;0;13.2;11.2;M;1023.65;M
1977-08-28;5.8;4.9;1.4;127;M;0;13.5;11.2;M;1022.2875;M
1977-08-29;9.9;9.9;2.3;155;M;4.1;13;13.8;M;1014.8375;M
1977-08-30;7.3;6.5;2.9;290;M;0.7;13.5;12.8;M;1019.3125;M
1977-08-31;3;2.3;1;144;M;0;13.9;12.5;M;1024.4125;M
1977-09-01;0.6;0.4;1.4;144;M;0;17.1;14.4;M;1024.45;M
1977-09-02;2.7;2.4;1.5;169;M;0;17.5;15;M;1024.125;M
1977-09-03;1;0.4;0.6;73;M;0;17.7;15.7;M;1025.1375;M
1977-09-04;4;3;0.9;96;M;0;18.1;16.4;M;1025.4625;M
1977-09-05;1.7;1.4;0.6;93;M;0;18.2;16.2;M;1024.3875;M
1977-09-06;3.4;2.4;1.9;211;M;0;18.7;17.1;M;1021.275;M
1977-09-07;5.4;4;2.9;127;M;0;15.7;14.7;M;1018.425;M
1977-09-08;9.9;9.9;1.9;177;M;1.7;13.5;14;M;1014.55;M
1977-09-09;9.5;8.7;1.4;158;M;2.1;13.1;12.3;M;1014.3375;M
1977-09-10;9.9;9.9;3.4;152;M;4.7;13.2;13.4;M;1009.875;M
1977-09-11;9;8.7;1.9;242;M;0;10.4;9.4;M;1011.025;M
1977-09-12;7.7;7.7;2.4;172;M;0;9.3;8.9;M;1011.475;M
1977-09-13;7.6;7.6;5.9;214;M;2.2;10.7;9.8;M;1007.8625;M
1977-09-14;6.2;5.6;5.9;256;M;1;5.8;7.2;M;1011.7625;M
1977-09-15;8.7;8.7;8;214;M;8.1;5.3;8;M;992.5625;M
1977-09-16;9.3;8.7;7.1;237;M;7.9;4.9;7.8;M;986.4125;M
1977-09-17;9.9;9.9;6;236;M;9;5.7;8.1;M;996.3125;M
1977-09-18;9.9;9.9;5.3;273;M;1;6.6;8.3;M;1012.225;M
1977-09-19;8.6;8.6;5.5;276;M;1.3;5.9;8;M;1015.5625;M
1977-09-20;6;5.6;6.4;287;M;1.3;5.7;7;M;1013.4875;M
1977-09-21;5;4;2.8;248;M;0;4.9;6.8;M;1017.425;M
1977-09-22;9.8;9.8;1.9;253;M;0.4;9;9.7;M;1009.2625;M
1977-09-23;9.8;9.8;3.9;352;M;2.2;4.4;6.6;M;1010.45;M
1977-09-24;7.2;6.6;2.5;273;M;0.3;2.8;5.9;M;1019.3125;M
1977-09-25;9;8.7;1.9;214;M;0;2.7;6.2;M;1026.175;M
1977-09-26;9.5;8.7;2.4;180;M;1.9;1.4;5.8;M;1032.275;M
1977-09-27;7.9;7.7;1.9;273;M;0.3;0;5.3;M;1034.55;M
1977-09-28;9.2;8.7;1.8;203;M;0;0.7;5.1;M;1032.9;M
1977-09-29;8.9;8.7;2.3;231;M;0;3.8;6.3;M;1027.725;M
1977-09-30;9.9;9.9;5.8;217;M;1;4.5;7.1;M;1015.0125;M
1977-10-01;9.9;9.9;8.3;200;M;3.7;8.7;10.5;M;1002.25;M
1977-10-02;9.9;9.9;7.5;208;M;0.7;9.4;9.2;M;997.625;M
1977-10-03;7.4;6.7;6;206;M;0;7.4;7.6;M;1003.95;M
1977-10-04;9.8;9.8;1.8;251;M;0.4;4.9;6.9;M;1010.475;M
1977-10-05;8.6;8.6;4.5;284;M;0.3;2.9;6;M;1012.95;M
1977-10-06;6.7;6.7;0.9;99;M;0;2.3;6.3;M;1010.35;M
1977-10-07;9.6;9.6;3.6;301;M;1.3;7.7;8.7;M;1010.3875;M
1977-10-08;6;5.6;3.6;250;M;0.3;1;5.7;M;1019.1;M
1977-10-09;4.5;2.9;1.5;135;M;0;-0.2;4.3;M;1026.7625;M
1977-10-10;0;0;2.9;172;M;0;0.4;4.3;M;1029.075;M
1977-10-11;2.1;1.5;4.1;209;M;0;5.2;5.5;M;1023.65;M
1977-10-12;6.4;5.6;3.8;211;M;2;4.1;7;M;1018.6125;M
1977-10-13;8.4;7.7;2;251;M;0;6.1;7.8;M;1021.725;M
1977-10-14;8.6;8.6;5;273;M;6.6;4.9;8;M;1011.7625;M
1977-10-15;9.1;9.1;8.9;355;M;0.4;-2;3.7;M;1024;M
1977-10-16;6.7;6.7;3;251;M;0.2;-1.7;4;M;1026.8;M
1977-10-17;8.8;8.8;3.8;295;M;0;-1.1;3.8;M;1021.7125;M
1977-10-18;7.7;7.7;4.6;152;M;3.4;-2.8;4.1;M;1019.9625;M
1977-10-19;9.9;9.9;7.8;298;M;11.3;3.9;7.3;M;1005.1875;M
1977-10-20;5.8;5.6;9.9;355;M;0;-2.9;3.4;M;1024.125;M
1977-10-21;2.8;1.2;2;267;M;0;-4.2;3.1;M;1036.0875;M
1977-10-22;9.3;9.3;3.9;245;M;0.3;1.2;4;M;1026.0625;M
1977-10-23;9.9;9.9;3;265;M;4.4;4.8;7.4;M;1018.6375;M
1977-10-24;9.9;9.9;2.4;324;M;0;2.7;6.5;M;1026.1375;M
1977-10-25;9.9;9.9;3.5;180;M;0.6;2.1;6.8;M;1024.7375;M
1977-10-26;9.9;9.9;3.4;228;M;2.7;6.6;9.5;M;1015.3375;M
1977-10-27;8.7;8.7;3.9;293;M;0;6.5;8.8;M;1014.6375;M
1977-10-28;6.2;5.6;1.9;290;M;0;0.9;6.4;M;1020.9375;M
1977-10-29;9.9;9.9;3.5;234;M;0.1;4.7;7.8;M;1018.5375;M
1977-10-30;7.1;6.7;7.9;290;M;0.7;4.7;6.1;M;1014.5;M
1977-10-31;8.7;8.7;3.5;329;M;0;2.8;6.1;M;1023.2125;M
1977-11-01;7.7;7.7;0.9;186;M;0;2.3;5.7;M;1026.6375;M
1977-11-02;9.9;9.9;1.9;152;M;0;1.5;5.9;M;1029.7;M
1977-11-03;9.9;9.9;6;119;M;0.3;0.1;5.3;M;1029.075;M
1977-11-04;9.9;9.9;8.4;132;M;0.2;-1.2;4.8;M;1021.6875;M
1977-11-05;9.9;9.9;6.5;130;M;1.1;-1.5;4.9;M;1015.1625;M
1977-11-06;9.3;9.3;1.6;68;M;6.6;-2.6;4.7;M;1015.65;M
1977-11-07;9.9;9.9;2.5;189;M;1.7;-0.6;5.6;M;1019.2;M
1977-11-08;9.9;9.9;2.9;228;M;1.4;3.8;7.6;M;1017.0875;M
1977-11-09;9.9;9.9;4.4;217;M;4.4;5.9;8.5;M;1007;M
1977-11-10;9.3;9.3;2.5;240;M;0.3;3.7;7.4;M;1001.25;M
1977-11-11;9.3;9.3;2.5;237;M;0;3.8;6.7;M;1009.5375;M
1977-11-12;8.8;8.8;4.6;214;M;1.1;5.9;8.3;M;1003.7625;M
1977-11-13;8.9;8.9;8.1;200;M;2.3;7.8;9.1;M;991.6;M
1977-11-14;8.2;8.2;10.1;197;M;0.3;3.5;6;M;995.5;M
1977-11-15;9.6;9.6;6.4;183;M;0;2.2;5.7;M;995.6125;M
1977-11-16;6.3;5.7;7.4;183;M;3;4.4;6.7;M;995.55;M
1977-11-17;8.7;8.7;2.3;189;M;14.7;3.7;7.5;M;993.7;M
1977-11-18;9.9;9.9;6.6;281;M;33.5;1.7;6.8;M;987.0875;M
1977-11-19;9.9;9.9;4.1;223;M;0.3;0.8;6.1;M;998.7375;M
1977-11-20;8;8;7;206;M;2.7;0;5.2;M;1004.825;M
1977-11-21;5.6;5.6;6.8;211;M;0;0.8;5.1;M;1016.15;M
1977-11-22;6.8;6.7;5.6;169;M;0;-1;5.3;M;1018.4875;M
1977-11-23;9.9;9.9;5.8;175;M;1.1;3.4;7.5;M;1010.4125;M
1977-11-24;9.9;9.9;1.6;208;M;1.7;1;6.2;M;1009.025;M
1977-11-25;9.9;9.9;2.6;301;M;1.4;-0.8;5.2;M;1010.4875;M
1977-11-26;9.2;9.2;3.8;203;M;0;-0.7;5.2;M;1013.475;M
1977-11-27;9.9;9.9;3.3;104;M;29.1;-0.5;5.5;M;1005.4375;M
1977-11-28;9.9;9.9;2.9;228;M;7.4;-1.5;5.3;M;993.675;M
1977-11-29;9.9;9.9;9.6;304;M;15.5;-6.6;3.2;M;997.2625;M
1977-11-30;8.5;8.5;6;329;M;3.5;-7.5;3;M;1006.2625;M
1977-12-01;9.7;9.7;1.6;200;M;0;-8.3;2.8;M;1022.4625;M
1977-12-02;9.9;9.9;2.3;177;M;0;-7.6;2.8;M;1023.7625;M
1977-12-03;6.8;6.7;3.8;310;M;2.5;-6.9;3.1;M;1018;M
1977-12-04;9.9;9.9;8.6;357;M;1.1;-6.7;3.1;M;1017.8;M
1977-12-05;9.1;9.1;9.6;189;M;4.9;-7.8;2.8;M;1007.8625;M
1977-12-06;7.4;6.7;3.6;82;M;0.4;-12.1;2;M;1021.4625;M
1977-12-07;7.4;6.7;2.3;242;M;0.8;-13.6;1.9;M;1029.725;M
1977-12-08;9.9;9.9;3;259;M;0;-7.5;3.1;M;1030.9875;M
1977-12-09;9.9;9.9;4.4;113;M;0.3;-4.4;3.5;M;1031.8625;M
1977-12-10;4.8;4.5;2.9;183;M;0;-13.5;1.8;M;1043.1;M
1977-12-11;3.5;2.8;1.6;197;M;0;-16.2;1.6;M;1045.4625;M
1977-12-12;2.7;2.7;1.1;194;M;0;-16.1;1.5;M;1045.375;M
1977-12-13;0.8;0.2;0.8;68;M;0;-17.3;1.2;M;1040.1125;M
1977-12-14;0;0;0.9;79;M;0;-14.5;1.5;M;1030.325;M
1977-12-15;5;4.5;1.9;124;M;0.2;-16.6;1.6;M;1029.4;M
1977-12-16;9.9;9.9;4.3;211;M;0.6;-5;3.8;M;1019.6625;M
1977-12-17;9.9;9.9;5.6;259;M;0;-1.5;4.5;M;1019.075;M
1977-12-18;9.9;9.9;5.9;276;M;0.3;-0.3;5;M;1013.3875;M
1977-12-19;9.9;9.9;4.6;248;M;0;-2.1;3.9;M;1025.3625;M
1977-12-20;8.2;8.2;6.8;231;M;0.4;-1.8;4.6;M;1014.8875;M
1977-12-21;6.9;6.7;5.9;293;M;0.4;-6.3;2.8;M;1017.0375;M
1977-12-22;4.8;4.5;2.5;236;M;0;-15.1;1.6;M;1024.925;M
1977-12-23;2.6;2.6;1.9;228;M;0.3;-15;1.6;M;1023.725;M
1977-12-24;7.1;6.7;4;228;M;2.9;-13.7;1.9;M;1018.1;M
1977-12-25;9.9;9.9;4.6;222;M;11;-8;3;M;984.35;M
1977-12-26;5.1;4.5;1.8;183;M;0;-20;1.1;M;1012.8;M
1977-12-27;9.9;9.9;4.3;197;M;1.2;-10.3;2.3;M;1010.775;M
1977-12-28;9.9;9.9;3.6;219;M;1.4;-2.8;4.4;M;1010;M
1977-12-29;9.9;9.9;0.4;85;M;9.6;-6.7;3.4;M;1007.2875;M
1977-12-30;8.7;8.7;1.5;135;M;2;-2.3;4.8;M;996.5875;M
1977-12-31;9.9;9.9;4.1;169;M;1.7;-2;4.7;M;993.1;M
1978-01-01;9.9;9.9;2.8;203;M;4.1;-1.6;4.9;M;998.075;M
1978-01-02;9.9;9.9;7.8;223;M;1.1;-4.2;3.8;M;1004.925;M
1978-01-03;9.9;9.9;7.1;214;M;3;0.8;5.5;M;1001.7125;M
1978-01-04;9.9;9.9;5.9;189;M;1.5;-0.9;5;M;1001.6875;M
1978-01-05;9.9;9.9;6.9;205;M;0.6;-2.9;4.2;M;1002.5375;M
1978-01-06;5;4.5;3.8;239;M;0.8;-15.3;1.5;M;1017.175;M
1978-01-07;4.1;3.5;0.5;51;M;0.2;-19.9;1.1;M;1032.4125;M
1978-01-08;6.2;5.5;5.3;220;M;0.2;-14.1;1.9;M;1030.0125;M
1978-01-09;9.9;9.9;4.8;254;M;0;-2.9;4.4;M;1024.45;M
1978-01-10;7.1;7.1;3.8;211;M;0;-3.7;3.4;M;1021.775;M
1978-01-11;7.4;7.4;5.9;194;M;0.9;-8.6;2.5;M;1015.8375;M
1978-01-12;9.9;9.9;6.1;186;M;0;-5.6;3.5;M;1023.5375;M
1978-01-13;9.9;9.9;4.6;256;M;1.3;-2;4.8;M;1017.775;M
1978-01-14;9.9;9.9;2;228;M;2.6;-6.5;3.4;M;1011.85;M
1978-01-15;5.1;4.5;5.5;332;M;0.3;-14.6;1.6;M;1021.075;M
1978-01-16;4.1;3.5;2.1;206;M;0;-15.2;1.8;M;1029.675;M
1978-01-17;9.9;9.9;2.5;208;M;0.2;-9.3;2.8;M;1032.3625;M
1978-01-18;4.9;4.5;3;163;M;0.2;-13.4;2;M;1036.4;M
1978-01-19;1.4;1.4;0;0;M;0;-21.1;1.1;M;1033.475;M
1978-01-20;4.9;4.5;1.9;220;M;0.2;-15.1;1.8;M;1027.975;M
1978-01-21;5;4.5;1.3;259;M;0;-12.9;2.2;M;1029.775;M
1978-01-22;0;0;1.5;231;M;0;-16.8;1.5;M;1029.175;M
1978-01-23;3.6;3.5;1.9;110;M;0;-19.8;1.2;M;1023.475;M
1978-01-24;9.9;9.9;3.5;211;M;0.4;-11;2.3;M;1015.6875;M
1978-01-25;9.4;9.4;4.4;169;M;0;-9.9;2.6;M;1011.4625;M
1978-01-26;9.9;9.9;6.1;183;M;0.4;-4.2;4.1;M;1006.0125;M
1978-01-27;9.9;9.9;4;183;M;1.3;-1.9;5.1;M;1005.1;M
1978-01-28;9.9;9.9;3.3;222;M;0.8;-2.8;4.5;M;1010.2625;M
1978-01-29;9.9;9.9;0.5;82;M;0.3;-7.7;3.2;M;1022.5;M
1978-01-30;6.2;5.5;1.9;59;M;0.2;-11.6;2.3;M;1033.55;M
1978-01-31;9.8;9.8;7.1;121;M;0;-5.9;3.2;M;1036.9625;M
1978-02-01;7.9;7.6;8.1;110;M;0;-10.1;2.3;M;1041.9875;M
1978-02-02;0;0;2.6;82;M;0;-15.9;1.4;M;1044.4625;M
1978-02-03;0;0;0.6;62;M;0;-17.8;1.3;M;1045.65;M
1978-02-04;3.8;3.5;0.8;45;M;0;-16.6;1.4;M;1049.875;M
1978-02-05;3.6;3.5;2.3;70;M;0;-14.4;1.5;M;1046.425;M
1978-02-06;9.8;9.8;5.8;127;M;0;-8.5;2;M;1035.7625;M
1978-02-07;8.1;7.6;4.8;138;M;0;-8.3;1.9;M;1027.1875;M
1978-02-08;8.6;8.6;4.3;141;M;0.7;-9.6;2.2;M;1019.5875;M
1978-02-09;9.9;9.9;2.8;144;M;2.9;-6.2;3.5;M;1016.9625;M
1978-02-10;9.9;9.9;0.8;68;M;5.4;-4.7;4;M;1017.9;M
1978-02-11;9.9;9.9;0.8;73;M;2.3;-4.1;4.1;M;1021.625;M
1978-02-12;9.9;9.9;2.9;166;M;5.2;-3.9;4.2;M;1018.8875;M
1978-02-13;9.9;9.9;4.5;166;M;2.8;-1.5;5.3;M;1006.9125;M
1978-02-14;9.9;9.9;4.6;293;M;0.9;-1.6;4.8;M;1005.575;M
1978-02-15;9.9;9.9;4.3;54;M;9.5;-9.6;2.6;M;1007.9;M
1978-02-16;9.9;9.9;3.4;172;M;2;-9;2.8;M;993.8375;M
1978-02-17;6.3;5.3;2.8;248;M;0;-17.7;1.1;M;1008.2125;M
1978-02-18;3.1;2.3;4.8;203;M;0.2;-15.8;1.4;M;1011.2125;M
1978-02-19;1.8;1.6;2.1;169;M;0;-19.3;1.1;M;1012.075;M
1978-02-20;2.6;2.3;5;276;M;0;-13.6;1.7;M;1011.825;M
1978-02-21;8.3;7.6;6;228;M;0.5;-10.2;2.2;M;1006.6625;M
1978-02-22;5.2;4.6;5;268;M;0.4;-11.6;2;M;1010.9;M
1978-02-23;5.4;4.6;2.3;194;M;0;-17.3;1.4;M;1017.0375;M
1978-02-24;1.5;0.2;1.6;219;M;0;-16.4;1.5;M;1033.8875;M
1978-02-25;4.4;3.5;4;110;M;0;-16.1;1.4;M;1035;M
1978-02-26;9.9;9.9;6.9;180;M;0;-8.5;2.2;M;1023.5625;M
1978-02-27;8.9;8.9;4.9;163;M;0;-3.7;3.4;M;1018.6625;M
1978-02-28;7.6;7.6;2.5;166;M;0.2;-2.2;3.7;M;1019.9125;M
1978-03-01;9.9;9.9;2.8;158;M;1;-0.7;5.4;M;1021.8375;M
1978-03-02;9.9;9.9;2.8;180;M;0;0.5;5.9;M;1022.5;M
1978-03-03;8.7;8.7;2.1;180;M;0;0.3;5.6;M;1022.1;M
1978-03-04;7.4;6.6;0.3;48;M;0;-4.4;4.2;M;1022.6875;M
1978-03-05;7.8;7.7;1.3;87;M;0;-1.8;4.5;M;1024.3;M
1978-03-06;8.7;8.7;3.1;107;M;2.5;-4.1;4.4;M;1023.625;M
1978-03-07;9.9;9.9;2.9;146;M;2.2;0.2;6;M;1013.9125;M
1978-03-08;9.6;9.6;2.9;191;M;0.7;-0.5;5.1;M;1008.3875;M
1978-03-09;9.8;9.8;3.5;242;M;0.3;-2.4;4.2;M;1007.35;M
1978-03-10;3.7;3.4;3.4;267;M;0.2;-5.7;3.2;M;1013.55;M
1978-03-11;9.9;9.9;3.9;209;M;0.3;-2.7;3.9;M;1007.0625;M
