DATE;NTOT;NLOW;WDIR;WSPD;WMAX;PP;T;WVP;HUM;PST;PSEA
1984-06-07;7;5;1;163;M;6.6;17;15.6;M;1005.85;M
1984-06-08;6;5;1.4;110;M;3.6;16.6;15.6;M;999.8125;M
1984-06-09;10;8;4.9;161;M;11.6;14.3;15.3;M;987.9875;M
1984-06-10;9;8;3.4;290;M;1.2;9.8;8.6;M;1003.45;M
1984-06-11;8;8;2;96;M;6.6;8;9.8;M;1011.125;M
1984-06-12;9;9;2;135;M;18.2;8.5;11;M;1010.2375;M
1984-06-13;9;8;4.5;341;M;4.4;8.5;10.2;M;1011.8125;M
1984-06-14;8;6;1.3;169;M;0.1;10.4;9.8;M;1016.2625;M
1984-06-15;9;9;2.5;160;M;2;10.8;10.7;M;1012.2875;M
1984-06-16;9;9;1.8;141;M;9.6;13.8;13.3;M;1006.5125;M
1984-06-17;8;8;0.8;130;M;4.1;13.2;13.4;M;1009.225;M
1984-06-18;9;9;1.3;141;M;2.1;12.8;13.1;M;1012.85;M
1984-06-19;5;5;2.3;318;M;0;13.4;12.1;M;1013.8;M
1984-06-20;6;5;2.3;236;M;1.4;15.9;12.5;M;1010.3;M
1984-06-21;6;6;0.6;104;M;7.3;13.5;13.7;M;1008.2125;M
1984-06-22;3;3;0.9;177;M;0;15.7;13.5;M;1006.7;M
1984-06-23;7;5;2.1;200;M;0.3;17.4;15;M;1006.025;M
1984-06-24;8;6;3.5;180;M;1.3;17.3;17;M;1005.75;M
1984-06-25;9;7;1.1;130;M;12.6;17.2;17.6;M;1007.2375;M
1984-06-26;9;9;2.1;234;M;6.4;11.7;13;M;1011.4625;M
1984-06-27;8;6;1.6;205;M;0.2;12.3;11.5;M;1013.775;M
1984-06-28;9;9;3.1;214;M;1.8;14.1;12.6;M;1012.85;M
1984-06-29;10;9;3.3;172;M;11.1;16.1;15;M;1010.0625;M
1984-06-30;9;9;3.1;166;M;16.3;14.9;16.7;M;1007.4125;M
1984-07-01;5;5;2.4;183;M;1.6;12.7;11.9;M;1011.2125;M
1984-07-02;7;4;2.5;214;M;0.7;12.6;11;M;1009.65;M
1984-07-03;4;4;3.8;281;M;0;14.6;11.7;M;1007.8625;M
1984-07-04;8;8;0.9;113;M;1;13.5;13.4;M;1008.7875;M
1984-07-05;10;9;0.9;65;M;3.2;14;13.6;M;1007.3;M
1984-07-06;8;7;2.4;155;M;13.6;15.4;14;M;1003.8125;M
1984-07-07;8;6;2.6;265;M;0;15.3;13.3;M;1012.675;M
1984-07-08;2;2;1.1;194;M;0;15.9;12;M;1021.3875;M
1984-07-09;6;4;1.3;17;M;0.2;15.8;12.6;M;1018.6875;M
1984-07-10;10;10;2.5;82;M;1.4;15.9;15.6;M;1009.1625;M
1984-07-11;8;8;4.1;273;M;7.6;17.1;17.3;M;1008.475;M
1984-07-12;3;2;1.3;222;M;0;19.8;16.3;M;1015.525;M
1984-07-13;4;2;3.1;189;M;0;23.2;20.7;M;1014.875;M
1984-07-14;5;5;1.6;104;M;13.1;20.6;18.9;M;1011.275;M
1984-07-15;6;5;3.3;237;M;6.7;17.6;16.4;M;1008.1;M
1984-07-16;5;3;1.8;129;M;0;17.8;15;M;1009.6125;M
1984-07-17;7;2;2.6;144;M;0.8;19.6;17.9;M;1008.175;M
1984-07-18;8;5;0.5;76;M;1.3;20.7;18.1;M;1012.85;M
1984-07-19;10;10;1.9;149;M;8.5;20.1;19.4;M;1011.3875;M
1984-07-20;7;6;2.5;189;M;0.1;17.2;17;M;1008.3875;M
1984-07-21;5;3;1.6;118;M;0.2;17.2;16.2;M;1011.4125;M
1984-07-22;7;6;1.8;237;M;6.5;16.4;16.2;M;1013.35;M
1984-07-23;8;8;2.9;183;M;1;15.1;13.3;M;1014.075;M
1984-07-24;7;6;2.1;155;M;4;13;13.2;M;1011.25;M
1984-07-25;7;7;1.8;180;M;0.4;13.8;12.8;M;1008.5125;M
1984-07-26;6;6;1.4;177;M;0.6;13.1;12.6;M;1008.6625;M
1984-07-27;5;3;2.3;130;M;1.9;14.2;13.4;M;1008.85;M
1984-07-28;7;4;1.4;68;M;0.4;15.1;13.5;M;1008.9625;M
1984-07-29;8;6;0.9;90;M;4.4;14.9;14.6;M;1010.1625;M
1984-07-30;10;9;2.8;177;M;17.1;13.9;15.2;M;1008.2625;M
1984-07-31;9;9;3.6;245;M;11.2;13.8;14.6;M;1007.2875;M
1984-08-01;9;7;3.3;273;M;1.9;15.4;15.3;M;1010.7125;M
1984-08-02;8;4;2.6;172;M;11.9;15.9;16.8;M;1012.4875;M
1984-08-03;10;7;1.1;12;M;0.4;17;17.2;M;1014.55;M
1984-08-04;6;3;2.3;262;M;0;17.7;16.3;M;1017.775;M
1984-08-05;4;2;2.3;287;M;0;18.2;16;M;1019.9875;M
1984-08-06;2;2;2.4;172;M;0;16.5;14;M;1021.1125;M
1984-08-07;3;2;0.8;90;M;0;17.4;14.6;M;1022.675;M
1984-08-08;3;2;1.3;180;M;0;18.4;16.2;M;1022.225;M
1984-08-09;3;2;1.9;20;M;0.8;19.2;16.4;M;1020.7125;M
1984-08-10;6;4;1.6;270;M;0;19;18.5;M;1019;M
1984-08-11;8;2;1.5;183;M;0;19.9;16.1;M;1013.2875;M
1984-08-12;9;7;3;203;M;0.1;17;16.2;M;1004.6875;M
1984-08-13;8;7;3.6;276;M;1.4;12.2;12.3;M;1004.9;M
1984-08-14;9;9;2.9;276;M;0;12.6;11;M;1007.45;M
1984-08-15;7;7;0.9;225;M;0;11.8;10.5;M;1007.3125;M
1984-08-16;9;8;2;186;M;0.2;11.6;10.5;M;1011.3;M
1984-08-17;8;7;1.5;130;M;0;11.7;9.9;M;1015.6625;M
1984-08-18;9;6;2.3;174;M;3.9;11.8;12.1;M;1014.1;M
1984-08-19;7;3;0.9;161;M;0;11.6;10.6;M;1017.5125;M
1984-08-20;3;2;1.6;166;M;0;12.3;9.8;M;1018.0125;M
1984-08-21;7;7;2.5;239;M;0.2;13.8;13.4;M;1016.225;M
1984-08-22;6;3;1.3;186;M;0;14.8;12.7;M;1017.2;M
1984-08-23;4;3;1.6;155;M;0;16.3;14;M;1018.8625;M
1984-08-24;3;3;1.4;113;M;1.1;17.7;15;M;1015.5;M
1984-08-25;5;5;2.6;253;M;2.9;16.7;15;M;1006.5625;M
1984-08-26;7;2;2.8;298;M;0;8.3;8.8;M;1006.45;M
1984-08-27;7;6;3.9;313;M;0.1;6.9;7.8;M;1010.35;M
1984-08-28;6;6;1.6;146;M;1.4;6.9;8.4;M;1015.6125;M
1984-08-29;9;8;1.1;73;M;4.5;10.4;11.8;M;1013.4;M
1984-08-30;10;8;3.4;177;M;1.7;12.6;13.6;M;1008.2375;M
1984-08-31;7;5;3.5;197;M;0;15.1;14;M;1006.9875;M
1984-09-01;10;9;4.8;245;M;2.6;15.5;15.2;M;1003.5375;M
1984-09-02;9;7;3.1;220;M;10.4;13.3;13.9;M;1002.0125;M
1984-09-03;7;4;3.6;253;M;0;11;10.4;M;1012.175;M
1984-09-04;10;8;5;211;M;6.4;15.1;14.7;M;1007.5375;M
1984-09-05;5;1;4.4;189;M;3.6;18.2;17;M;1009.25;M
1984-09-06;5;5;4.4;234;M;3.9;18;17.6;M;1009.7375;M
1984-09-07;6;6;4.1;341;M;1;11.5;10.9;M;1016.4;M
1984-09-08;1;1;0.9;163;M;0;9.2;8.6;M;1021.9625;M
1984-09-09;6;2;1.3;84;M;0;10.1;8.8;M;1019.8625;M
1984-09-10;8;3;2.6;163;M;0.1;11.7;9.3;M;1016.4;M
1984-09-11;3;2;3.6;118;M;0;13.8;9.9;M;1013.8625;M
1984-09-12;8;6;3;166;M;0.4;12.5;11.1;M;1007.85;M
1984-09-13;9;7;2.1;163;M;2.4;9.9;11.2;M;1008.375;M
1984-09-14;6;5;1.6;192;M;3.1;9.6;9.7;M;1006.4125;M
1984-09-15;8;8;1.8;57;M;0.6;8;10.1;M;1010;M
1984-09-16;8;8;2;253;M;0.2;10.2;10.8;M;1021.6;M
1984-09-17;10;8;0.5;45;M;0;10.4;11.2;M;1026.2;M
1984-09-18;9;8;2.6;129;M;5.6;8.9;10.6;M;1020.35;M
1984-09-19;9;9;4.4;163;M;5.4;10.5;12;M;1005.8625;M
1984-09-20;9;9;2.9;177;M;0.2;10.5;10.9;M;1009.45;M
1984-09-21;5;4;1.9;135;M;0.6;11;10.5;M;1014.975;M
1984-09-22;8;8;1.3;90;M;8.9;9.9;12.5;M;1017.1125;M
1984-09-23;9;8;3.6;144;M;2.4;15.6;15.2;M;1006.7375;M
1984-09-24;6;5;0.4;51;M;5.2;14;15.1;M;1002.825;M
1984-09-25;7;7;0.8;82;M;0;14.4;14.5;M;1010.8375;M
1984-09-26;10;6;3.1;107;M;0.4;17.5;15.7;M;1009.2;M
1984-09-27;9;9;2.4;295;M;20;10.4;12.4;M;1006.625;M
1984-09-28;7;7;5;180;M;0.2;9.6;9.7;M;1010.375;M
1984-09-29;6;5;0.4;45;M;0.5;8.1;9.5;M;1019.5;M
1984-09-30;9;9;1.9;163;M;9.4;9;10.4;M;1017;M
1984-10-01;5;4;1.3;214;M;0;8.2;9.8;M;1022.075;M
1984-10-02;5;4;1.8;113;M;0;8.3;9.3;M;1025.5;M
1984-10-03;1;0;1.5;141;M;0;10;9.9;M;1025.8125;M
1984-10-04;1;0;0.4;62;M;0;8.2;8.6;M;1023.175;M
1984-10-05;1;1;1.1;37;M;0;7.4;8.8;M;1020.55;M
1984-10-06;9;9;1.5;65;M;0;9.4;9.5;M;1025.025;M
1984-10-07;9;9;2.6;144;M;2.5;8.6;10.5;M;1022.55;M
1984-10-08;10;10;1.3;206;M;5.7;11.8;13.5;M;1013.25;M
1984-10-09;10;9;2.5;203;M;3.6;7.3;9.4;M;1008.2875;M
1984-10-10;5;5;6;262;M;2.7;9;8.3;M;1008.275;M
1984-10-11;5;4;4.8;268;M;0;7.7;8.3;M;1016.975;M
1984-10-12;6;5;4.3;206;M;4.5;6.5;8.8;M;1009.825;M
1984-10-13;7;6;4.4;217;M;2.1;4.8;7.4;M;1005.275;M
1984-10-14;9;9;2.6;256;M;0.6;3.4;7.2;M;1006.5625;M
1984-10-15;9;9;3.5;99;M;0.3;1.4;6.4;M;1002.3625;M
1984-10-16;9;9;4.4;273;M;0;-2.3;4.1;M;1009.6125;M
1984-10-17;9;8;3.8;304;M;0.1;-1.4;4.4;M;1016.625;M
1984-10-18;10;10;4.5;209;M;2.4;2.5;6.6;M;1006.0625;M
1984-10-19;10;10;3.5;217;M;2.6;6.1;9;M;1007.8875;M
1984-10-20;5;5;2.8;203;M;0;8.8;10.2;M;1012.3875;M
1984-10-21;2;1;5.1;189;M;0;9.2;9.9;M;1011.4;M
1984-10-22;5;5;5.3;208;M;0.2;8;8.8;M;1009.15;M
1984-10-23;10;10;4.3;203;M;0.9;6.3;8.3;M;1010.75;M
1984-10-24;10;10;4.9;211;M;2.8;9.3;11.4;M;1005.4;M
1984-10-25;8;8;2.9;296;M;0;6.7;7.9;M;1016.425;M
1984-10-26;7;6;3.1;135;M;0;3.9;7.3;M;1023.2125;M
1984-10-27;10;10;2.9;197;M;0.5;9.5;10.7;M;1019.35;M
1984-10-28;9;9;5.1;228;M;8.9;8.8;10.3;M;1019.1375;M
1984-10-29;10;10;3.6;282;M;2.3;4.2;7.6;M;1022.5625;M
1984-10-30;10;10;3.6;256;M;0;1.5;6.6;M;1029.9125;M
1984-10-31;9;9;4.3;206;M;0.8;1;6.1;M;1027.5375;M
1984-11-01;8;6;4.8;287;M;1.2;6.6;8.4;M;1018.575;M
1984-11-02;7;7;1.8;220;M;0;5.9;7.7;M;1023.05;M
1984-11-03;9;9;2.5;240;M;0;3.8;7.7;M;1024.425;M
1984-11-04;10;10;1.8;178;M;0;2.2;7.2;M;1024.1625;M
1984-11-05;10;10;2.9;175;M;0;1.1;6.6;M;1024.35;M
1984-11-06;10;10;3.5;177;M;0;-0.1;6;M;1026.1625;M
1984-11-07;10;10;2.6;197;M;0;1.4;6.8;M;1027.9625;M
1984-11-08;10;10;2.4;141;M;0;0.2;6.1;M;1027.6625;M
1984-11-09;10;10;0.3;28;M;3.1;0.8;6.4;M;1023.1375;M
1984-11-10;9;9;2.3;43;M;4;-0.2;5.8;M;1023.4125;M
1984-11-11;7;7;5.3;76;M;0;-6.5;2.9;M;1032.6625;M
1984-11-12;2;0;3.1;116;M;0;-9.8;2.2;M;1038.075;M
1984-11-13;4;4;0.1;6;M;0;-9.2;2.5;M;1037.125;M
1984-11-14;2;0;0;0;M;0;-10.7;2.4;M;1037.0125;M
1984-11-15;1;0;0.1;39;M;0;-10.9;2.3;M;1037.275;M
1984-11-16;8;3;1.4;163;M;0;-7.3;2.7;M;1032.4875;M
1984-11-17;9;9;2;135;M;0.2;-4;4.1;M;1032.7;M
1984-11-18;5;5;1.5;180;M;0;-8;3.2;M;1035.4375;M
1984-11-19;10;10;2.1;203;M;0;-5.3;3.7;M;1030.95;M
1984-11-20;9;8;2.8;183;M;0;-6.8;3;M;1026.475;M
1984-11-21;10;10;2.3;172;M;0;-6.4;3.2;M;1017.275;M
1984-11-22;10;10;2.1;155;M;0.8;-3.3;4.3;M;1016.1125;M
1984-11-23;10;10;2.4;85;M;0.2;-3.5;4.1;M;1015.2;M
1984-11-24;10;10;4.4;163;M;3.2;-1.6;5.4;M;997.2875;M
1984-11-25;10;9;3.3;172;M;5.9;0.7;6.4;M;985.125;M
1984-11-26;9;9;4.9;290;M;1;0.8;6.3;M;1000.7375;M
1984-11-27;9;9;1.9;301;M;1;-2.3;4.9;M;1011.225;M
1984-11-28;7;5;4.9;234;M;0;-14.6;1.7;M;1029.25;M
1984-11-29;6;3;2.1;99;M;0;-18.5;1.1;M;1038.85;M
1984-11-30;10;10;4.3;186;M;0.4;-7.8;2.9;M;1033.55;M
1984-12-01;10;1;2.6;231;M;0;-1.5;5.1;M;1037.95;M
1984-12-02;10;1;2.9;200;M;0;-4.7;3.9;M;1039.8625;M
1984-12-03;0;0;4.1;183;M;0;-8.9;2.3;M;1039.825;M
1984-12-04;8;8;4.5;248;M;0;-7.3;2.9;M;1033.25;M
1984-12-05;10;10;2.8;259;M;0.7;-3.9;4.2;M;1024.825;M
1984-12-06;10;10;3;267;M;0.7;-3.1;4.5;M;1020.025;M
1984-12-07;10;10;2.8;273;M;0.9;-5.9;3;M;1023.6875;M
1984-12-08;10;8;2.8;121;M;1.9;-6.3;3.4;M;1020.4625;M
1984-12-09;10;10;4;194;M;3;-1;5.7;M;1013.375;M
1984-12-10;9;9;4.3;234;M;3.1;0.2;5.8;M;999.8;M
1984-12-11;10;10;3.3;133;M;3.8;-0.5;5.7;M;997.0625;M
1984-12-12;10;10;4.1;276;M;2;-4.8;4.1;M;1010.925;M
1984-12-13;10;10;2.9;276;M;1;-8.4;2.8;M;1018.9125;M
1984-12-14;10;10;2.6;158;M;2.8;-7.5;3.1;M;1023.1375;M
1984-12-15;10;10;3.4;96;M;1.5;-9.8;2.4;M;1031.1875;M
1984-12-16;9;9;3.9;93;M;1.7;-12.5;2;M;1035.925;M
1984-12-17;10;9;2.8;119;M;0.8;-9.7;2.6;M;1040.9875;M
1984-12-18;10;9;5.4;116;M;3.8;-10.2;2.4;M;1034.825;M
1984-12-19;10;10;3.3;152;M;0.3;-4.1;4.2;M;1036.725;M
1984-12-20;8;8;4.6;166;M;0;-3.2;4.5;M;1042.025;M
1984-12-21;4;4;4.3;158;M;0;-14;1.5;M;1041.9875;M
1984-12-22;3;3;4.3;138;M;0.3;-16;1.3;M;1038.7125;M
1984-12-23;5;5;5.3;121;M;0.3;-15.8;1.4;M;1041.475;M
1984-12-24;4;4;2.5;124;M;0.1;-22;0.8;M;1046.0375;M
1984-12-25;1;0;2.1;102;M;0;-21.3;0.9;M;1044.9875;M
1984-12-26;3;0;3.8;135;M;0;-15.4;1.5;M;1041.7625;M
1984-12-27;1;0;3.1;132;M;0;-16.2;1.3;M;1042.875;M
1984-12-28;0;0;2;96;M;0;-17.5;1.3;M;1043.4625;M
1984-12-29;1;0;0;0;M;0;-22.2;0.9;M;1044.2;M
1984-12-30;6;3;0.3;59;M;0;-18;1.3;M;1039.3875;M
1984-12-31;6;1;2.5;169;M;1.1;-13.5;2;M;1025.9625;M
1985-01-01;9.9;9.9;5.6;298;M;0.2;-5.6;3.5;M;1014.275;M
1985-01-02;8.2;8.2;4;234;M;0.4;-6.9;3.3;M;1007.0625;M
1985-01-03;9.3;9.3;2.8;158;M;2.4;-10.7;2.4;M;1006.475;M
1985-01-04;7.4;7.4;4.5;152;M;9;-14.2;1.9;M;998.65;M
1985-01-05;3.8;3.5;1.1;93;M;0;-23.5;0.8;M;1017.7125;M
1985-01-06;8.6;8.6;4.9;71;M;7.4;-15.7;1.8;M;1013.5375;M
1985-01-07;8.6;8.6;3.8;135;M;6.6;-9.6;2.4;M;1016.7625;M
1985-01-08;9.4;9.4;6.1;144;M;1.8;-3.4;4.3;M;1012.05;M
1985-01-09;6.3;5.5;1.8;273;M;3.1;-15.7;1.6;M;1021.3125;M
1985-01-10;3.8;3.5;0.5;118;M;0;-22.4;0.9;M;1017.8125;M
1985-01-11;9.7;9.7;2.9;329;M;1.7;-20.7;1.1;M;1015.4625;M
1985-01-12;9.9;9.9;4.4;338;M;5.1;-16.3;1.5;M;1015.3375;M
1985-01-13;9.9;9.9;1.5;124;M;0.7;-12.2;2.2;M;1022.075;M
1985-01-14;9.5;9.5;2.1;191;M;0.6;-16.2;1.5;M;1033.9875;M
1985-01-15;9.9;9.9;3.1;304;M;0;-12.6;2.2;M;1033.6625;M
1985-01-16;9.9;9.9;5.5;304;M;0;-6.9;3.3;M;1025.8125;M
1985-01-17;8.4;8.4;4.3;298;M;0;-3.8;4;M;1017.9;M
1985-01-18;8.6;8.6;4;231;M;0.2;-7.3;3.1;M;1011.825;M
1985-01-19;9.2;9.2;3.5;236;M;0.2;-9.9;2.3;M;1007.0125;M
1985-01-20;8.8;8.8;2.4;276;M;0.2;-14.1;1.8;M;1009.4;M
1985-01-21;0.6;0.6;3;304;M;0;-24.6;0.7;M;1021.85;M
1985-01-22;6.2;5.5;2.1;113;M;0;-23.9;0.7;M;1026.5;M
1985-01-23;9.9;9.9;3.5;161;M;1;-10.7;2.4;M;1008.05;M
1985-01-24;9.9;9.9;3.9;192;M;1.3;-0.1;6;M;999.45;M
1985-01-25;9.9;9.9;4.3;242;M;6.5;-1.8;4.9;M;994.6875;M
1985-01-26;8.7;8.7;4;240;M;0.4;-4.2;3.7;M;1003.5875;M
1985-01-27;9.9;9.9;3.9;133;M;6.3;-11.4;2.3;M;1010.325;M
1985-01-28;7.2;7.2;3.6;245;M;0;-5;4.2;M;1009.3375;M
1985-01-29;1.5;1.5;2.4;245;M;0;-16.3;1.4;M;1026.4;M
1985-01-30;8.7;8.7;8.5;194;M;2.7;-7.8;2.3;M;1014.2625;M
1985-01-31;7.4;7.4;5;253;M;4.5;-7.1;3.3;M;1005.325;M
1985-02-01;8.7;8.7;3.4;152;M;1;-10.5;2.7;M;1007.325;M
1985-02-02;9.9;9.9;5.4;161;M;4.2;-1.6;5.1;M;990.2;M
1985-02-03;9.9;9.9;0.9;101;M;0.6;-1.9;5.1;M;991.1875;M
1985-02-04;9.9;9.9;3;329;M;3.2;-5.9;3.6;M;1002.7;M
1985-02-05;9.9;9.9;3;349;M;0.6;-13.5;1.8;M;1010.3125;M
1985-02-06;9.9;9.9;3;349;M;0.6;-17.1;1.3;M;1011.8375;M
1985-02-07;9.9;9.9;3.1;147;M;2.1;-13.7;1.9;M;1012.8625;M
1985-02-08;8.7;8.7;2.5;68;M;1.8;-16.8;1.3;M;1016.075;M
1985-02-09;0.1;0;1.9;178;M;0;-26.6;0.6;M;1023.6625;M
1985-02-10;4.8;4.6;1;166;M;0.8;-24.5;0.7;M;1024.5375;M
1985-02-11;6.2;5.3;0.4;14;M;0;-25.2;0.7;M;1023.925;M
1985-02-12;8.7;8.7;2.8;172;M;2.7;-19.3;1;M;1013.45;M
1985-02-13;8.6;8.6;1.6;191;M;0;-20.4;1;M;1015.5375;M
1985-02-14;9;9;2.4;197;M;0;-17.3;1.4;M;1012;M
1985-02-15;4.8;4.6;1.3;118;M;0;-22;0.9;M;1022.45;M
1985-02-16;6.2;5.3;3;65;M;0;-16.6;1.3;M;1025.375;M
1985-02-17;9.9;9.9;5.6;57;M;0.8;-13.7;1.4;M;1020.45;M
1985-02-18;8.8;8.8;3;149;M;1.8;-14.6;1.6;M;1014.2;M
1985-02-19;6.8;6.1;0.8;34;M;0.2;-18.6;1.2;M;1020.75;M
1985-02-20;6.8;6.1;0;0;M;0;-18.5;1.3;M;1024.775;M
1985-02-21;0.6;0.2;0;0;M;0;-19.9;1.1;M;1028.3125;M
1985-02-22;0;0;0.1;42;M;0;-20.7;1.1;M;1029.6625;M
1985-02-23;5;4.6;3.8;321;M;0.7;-16.7;1.4;M;1022.8875;M
1985-02-24;5.7;5.3;2.8;346;M;0.7;-14.9;1.6;M;1025.825;M
1985-02-25;0.8;0.2;0.4;82;M;0;-17.7;1.3;M;1030.5;M
1985-02-26;1.9;1.6;0.8;132;M;0;-18.9;1.2;M;1033.9625;M
1985-02-27;4.2;3.5;0.8;169;M;0;-12.8;1.9;M;1037.175;M
1985-02-28;3.1;2.3;0.5;56;M;0;-14.9;1.7;M;1039.275;M
1985-03-01;7.4;6.6;1.9;200;M;0;-8.5;2.6;M;1036.8875;M
1985-03-02;8.6;8.6;0.4;68;M;0;-9;2.4;M;1037.65;M
1985-03-03;9.3;8.7;4;172;M;0;-9.9;2.1;M;1036.9375;M
1985-03-04;9.9;9.9;4.5;164;M;0.9;-8.2;2.3;M;1035.3375;M
1985-03-05;5.9;5.6;4;152;M;0;-8.6;2.2;M;1040.3;M
1985-03-06;6.7;6.6;3.6;141;M;0;-11.8;1.7;M;1049.9;M
1985-03-07;8.3;7.7;3.8;161;M;0;-11.6;1.3;M;1052.8625;M
1985-03-08;4.2;3.4;2.6;169;M;0;-11.8;1.3;M;1050.125;M
1985-03-09;6.9;6.6;3;172;M;0;-10.9;1.8;M;1048.9875;M
1985-03-10;6.2;5.6;3.4;183;M;0;-10.6;1.9;M;1047.5;M
1985-03-11;7.9;7.7;3.4;195;M;0;-7.3;2.3;M;1038.6;M
1985-03-12;9.9;9.9;3.3;206;M;0;-6.2;2.9;M;1031.5375;M
1985-03-13;9.9;9.9;3.5;250;M;0.2;-1.6;4.8;M;1020.275;M
1985-03-14;5;4.5;4.1;206;M;0;-0.4;4;M;1014.475;M
1985-03-15;6.6;6.6;4.3;189;M;0;1;4.1;M;1013.5;M
1985-03-16;3.9;3.4;4.4;169;M;0;-3.7;3.7;M;1015.3375;M
1985-03-17;9.9;9.9;1;51;M;4;-0.2;5.8;M;1013.825;M
1985-03-18;9.9;9.9;0.5;56;M;0.3;0.4;5.6;M;1018.6125;M
1985-03-19;9.9;9.9;0.8;68;M;0;0.5;5.3;M;1024.9375;M
1985-03-20;8.7;8.7;2.1;76;M;0;-0.2;5.1;M;1028.3;M
1985-03-21;1.5;0.7;1.4;79;M;0;-1.6;3.6;M;1030.6625;M
1985-03-22;0.3;0;1.8;104;M;0;-2;2.9;M;1032.475;M
1985-03-23;1.3;0.4;0.1;39;M;0;-4.5;2.8;M;1031.075;M
1985-03-24;1.4;0.4;0.5;48;M;0;-2.2;3.5;M;1028.6625;M
1985-03-25;0.1;0;1.5;76;M;0;-0.9;3.7;M;1027;M
1985-03-26;4.8;4.5;2.9;144;M;0;0;4.2;M;1022.675;M
1985-03-27;9.8;9.8;2.1;177;M;0;0;5;M;1016.45;M
1985-03-28;9.9;9.9;5;180;M;0;1.2;6;M;1010.475;M
1985-03-29;8.8;8.7;5.1;183;M;1.8;1;5.7;M;1006.45;M
1985-03-30;6.2;5.6;6;197;M;1.1;-2.4;4;M;1003.75;M
1985-03-31;5.6;5.6;4.4;214;M;3.5;-1.7;4.1;M;1010.2125;M
1985-04-01;9.9;9.9;3.6;206;M;8;3.5;7.8;M;1008.6125;M
1985-04-02;9.9;9.9;1.5;189;M;0;3.5;7.2;M;1014.9;M
1985-04-03;9.3;8.6;5.1;186;M;0.9;3.9;6.5;M;1011.2125;M
1985-04-04;4.6;4;7.1;262;M;0;2.1;4.6;M;1006.0375;M
1985-04-05;9.3;8.6;5;273;M;4.4;1;5.2;M;999.8125;M
1985-04-06;8.6;8.6;4.9;318;M;0;0.3;4.6;M;1008.175;M
1985-04-07;5.7;5.4;1.8;177;M;0;0.2;4.2;M;1011.5625;M
1985-04-08;7.8;7.6;3.3;158;M;0.3;-1.3;5.2;M;1006.825;M
1985-04-09;9.9;9.9;3.4;180;M;0;3.2;7.4;M;998.5;M
1985-04-10;8.9;8.6;2.6;225;M;0;5.4;7.6;M;998.125;M
1985-04-11;7.6;7.6;5.6;312;M;2.7;-0.7;4.4;M;1002.4625;M
1985-04-12;2.7;2.5;4.3;301;M;0;-1.4;3.8;M;1008.9375;M
1985-04-13;3.8;3;1.1;194;M;0;-0.3;3.6;M;1013.5;M
1985-04-14;4.3;3;2.8;104;M;0;2.6;4.7;M;1013.5125;M
1985-04-15;7;6.6;4.5;177;M;0;7.6;7;M;1015.9125;M
1985-04-16;9.9;9.9;2.8;183;M;6.5;5.5;8.7;M;1018.5625;M
1985-04-17;9.9;9.9;3.9;254;M;4.7;3.6;7.6;M;1019.05;M
1985-04-18;7.4;6.6;3.8;245;M;0;3;6.3;M;1023.8125;M
1985-04-19;5.5;5.4;2.9;220;M;0;3.5;5.5;M;1018.7875;M
1985-04-20;3.6;3;1.9;206;M;0;4.9;5.3;M;1018.7875;M
1985-04-21;5.8;5.4;5.1;206;M;0;8;5.4;M;1022.8625;M
1985-04-22;6.4;5.4;5.3;192;M;0;12;6.9;M;1015.5875;M
1985-04-23;9.3;8.6;2.9;236;M;0;10.4;7.1;M;1008.7375;M
1985-04-24;4.1;3;3.1;152;M;0;12.1;7.8;M;1004.725;M
1985-04-25;6.6;6.6;4.4;183;M;0;12.3;9.1;M;1001.525;M
1985-04-26;9.3;8.6;3.5;273;M;13;5.7;8.6;M;1001.7625;M
1985-04-27;6.3;5.4;3.1;217;M;0;3.3;4.6;M;1010.425;M
1985-04-28;8.8;8.6;1.5;45;M;0;2.2;6.2;M;1013.025;M
1985-04-29;9.9;9.9;3.3;70;M;0;6.6;7.9;M;1013.5125;M
1985-04-30;9.8;9.8;7.3;102;M;6.5;12.4;11.5;M;1004.9;M
1985-05-01;8;7.6;3.1;194;M;7.5;6.1;8.8;M;1005.375;M
1985-05-02;7.4;6.5;5.1;141;M;0.6;6.4;6.8;M;1007.45;M
1985-05-03;9.3;8.6;4.6;158;M;0.3;10.5;8.6;M;1011.925;M
1985-05-04;6.5;6.5;3.8;135;M;0;15.7;7.3;M;1013.1125;M
1985-05-05;5.1;4.4;3.9;189;M;0;13;9;M;1017.0625;M
1985-05-06;6;5.5;1.4;31;M;0;10.6;7;M;1025.625;M
1985-05-07;9.9;9.7;1.8;45;M;1.9;9.5;9.2;M;1023.275;M
1985-05-08;9.9;9.7;0.9;82;M;12.7;9.5;11.1;M;1017.7875;M
1985-05-09;6.4;5.5;3.5;284;M;0;11.5;10;M;1020.075;M
1985-05-10;4.5;3.5;1.4;96;M;0;13.1;8.7;M;1025.1125;M
1985-05-11;6.7;6.5;3.6;164;M;0;17.5;9.3;M;1023.125;M
1985-05-12;8.6;8.6;2.8;250;M;0;18.5;12.6;M;1019.5375;M
1985-05-13;1.9;1.5;2.5;225;M;0;13.9;9.4;M;1023.5;M
1985-05-14;3.8;3.5;2.1;116;M;0;14.8;10.1;M;1020.85;M
1985-05-15;4.7;4.4;4.1;217;M;0;14.9;10.4;M;1009.0625;M
