Daynum,Q_Moskva,Q_Lusyanka
299,4.47741935483871,0.939032258064516
300,4.02903225806452,0.792258064516129
301,3.90032258064516,0.788064516129032
302,3.61129032258065,0.704193548387097
303,3.64806451612903,0.89741935483871
304,5.00225806451613,1.53193548387097
305,5.28903225806452,1.17548387096774
306,5.64645161290323,1.16677419354839
307,5.98483870967742,1.09
308,5.72387096774194,1.04161290322581
309,5.08612903225806,0.908709677419355
310,4.62677419354839,0.860967741935484
311,4.10612903225806,0.763870967741936
312,4.13096774193548,0.871290322580645
313,4.46709677419355,0.958064516129032
314,5.25129032258064,1.29032258064516
315,5.94516129032258,1.60129032258065
316,5.78516129032258,1.34741935483871
317,5.29741935483871,1.12096774193548
318,5.0158064516129,0.997741935483871
319,5.14677419354839,0.988387096774194
320,4.99451612903226,0.986774193548387
321,5.25258064516129,1.1658064516129
322,6.47838709677419,1.71096774193548
323,6.76322580645161,1.48193548387097
324,6.13,1.22290322580645
325,5.68354838709677,1.17612903225806
326,5.40903225806452,1.06967741935484
327,4.96612903225806,1.11709677419355
328,5.37258064516129,1.35129032258065
329,4.77935483870968,0.977741935483871
330,4.48129032258065,0.891935483870968
331,4.33387096774194,0.838709677419355
332,4.19548387096774,0.791290322580645
333,4.47483870967742,0.962903225806452
334,5.0958064516129,1.21064516129032
335,5.01354838709677,1.21129032258065
336,4.44903225806452,0.931935483870968
337,4.05193548387097,0.947741935483871
338,3.96741935483871,0.988064516129032
339,4.02903225806452,1.13096774193548
340,4.02129032258065,1.09193548387097
341,4.33516129032258,1.2658064516129
342,4.31935483870968,0.931290322580645
343,3.94322580645161,0.847096774193548
344,3.68903225806452,0.788709677419355
345,3.34935483870968,0.732903225806452
346,3.25774193548387,0.741612903225806
347,3.25290322580645,0.780967741935484
348,3.17129032258065,0.675806451612903
349,3.1641935483871,0.603548387096774
350,3.05387096774194,0.552903225806452
351,3.02935483870968,0.538387096774194
352,2.96741935483871,0.549032258064516
353,2.83903225806452,0.514193548387097
354,2.76258064516129,0.527741935483871
355,2.71,0.545161290322581
356,2.73129032258065,0.558064516129032
357,2.82741935483871,0.579032258064516
358,2.95258064516129,0.63258064516129
359,3.17967741935484,0.67258064516129
360,3.23806451612903,0.695806451612903
361,3.14870967741935,0.647096774193548
362,2.87774193548387,0.585483870967742
363,2.71709677419355,0.540322580645161
364,2.50870967741935,0.51258064516129
365,2.41064516129032,0.538387096774194
366,1.74857142857143,0.328571428571429
